investor_id,company_id
Accel,926
Sands Capital,926
International Finance Corporation,926
Sequoia Capital China,927
Gopher Asset Management,927
Shanghai Electric Group,927
Silverton Partners,928
Tusk Ventures,928
CRV,928
Benchmark,929
btov Partners,929
Bessemer Venture Partners,929
Middle East Venture Partners,930
Endeavor,930
Algebra Ventures,930
Andreessen Horowitz,931
S3 Ventures,932
Greylock Partners,933
Addition,933
M12,933
Index Ventures,934
EQT Ventures,934
Workday Ventures,934
Andreessen Horowitz,935
BDC Capital,936
Georgian Partners,936
Bessemer Venture Partners,936
BRV Capital Management,937
Bualuang Ventures,937
Placeholder Capital,938
Coinbase Ventures,938
Binance Ventures,938
Lightspeed Venture Partners,939
Coatue Management,939
Mouro Capital,940
Hanaco Venture Capital,940
Gramercy Ventures,940
Lightrock,941
Greyhound Capital,941
Endeavor,941
BlueRun Ventures,942
LEAP Global Partners,942
Cervin Ventures,942
Meson Capital Partners,943
Fifth Wall Ventures,943
OGCI Climate Investments,943
Astorg Partners,944
Princeville Global,944
Beyond Net Zero,944
Railway Pension Trustee Co. Ltd.,945
Accel Partners,946
Greylock Partners,946
Lowercase Capital,946
Insight Partners,947
Toba Capital,947
Spring Ventures,947
SoftBankGroup,948
Blackrock,948
Alibaba Group,948
Matrix Partners,949
Passport Capital,949
Rho Ventures,949
Resolute Ventures,950
Shima Capital,950
Circle Ventures,950
Kleiner Perkins Caufield & Byers,951
Softbank Corp.,951
Sherpalo Ventures,951
N/A,952
Silver Lake Partners,953
General Atlantic,953
Banyan Capital,954
New Horizon Capital,954
IDG Capital Partners,954
5Y Capital,955
Matrix Partners China,955
K2VC,955
Matrix Partners China,956
Ventech China,956
Shunwei Capital Partners,956
IDG Capital,957
Northern Light Venture Capital,957
DCM Ventures,957
Sequoia Capital China,958
ZhenFund,958
K2 Ventures,958
KKR,959
Alibaba Group,959
Ping An Insurance,959
SAIF Partners China,960
Baidu,960
IDG Capital,960
China Minsheng Investment,961
Baidu,961
Wanxin Media,961
QiMing Venture Partners,962
Temasek Holdings,962
Silverlink Capital,962
Hinduja Group,963
Tencent,964
Vcanbio,964
Goldman Sachs,965
Insights Venture Partners,965
Pritzker Group Venture Capital,965
Berkshire Partners,966
Norwest Venture Partners,966
Sequoia Capital China,967
SIG Asia Investments,967
ZhenFund,967
58.com,968
Tencent Holdings,968
Warburg Pincus,969
Summit Partners,969
Sands Capital,969
K2 Ventures,970
Matrix Partners China,970
IDG Capital,970
Standard Chartered,971
FinSight Ventures,971
Affirma Capital,971
Blue Label Telecoms,972
Net1 UEPS Technologies,972
Co-Energy Finance,973
Grandland,973
K2 Global,974
500 Startups,974
Sequoia Capital China,975
ING,975
Alibaba Entrepreneurs Fund,975
Morningside Venture Capital,976
IDG Capital,976
DCM Ventures,976
Tencent Holdings,977
DCM Ventures,977
Ginko Ventures,978
Fosun RZ Capital,979
Oceanwide Holdings,979
Shenzhen Qianhe Capital Management Co.,979
V Star Capital,980
GF Xinde Investment Management Co.,980
Haitong Leading Capital Management,980
China Investment Corporation,981
New Enterprise Associates,981
Silicon Valley Bank,982
QED Investors,982
European Founders Fund,982
Innova Capital - FIP,983
3G Capital Management,983
Prosus Ventures,983
One Luxury Group,984
Eurazeo,984
Qiming Venture Partners,985
China Broadband Capital,985
CDH Investments,985
Prometheus Capital,986
Matrix Partners China,986
JD Capital Management,986
Yunfeng Capital,987
SDIC Innovation Investment Management,987
Shang Qi Capital,987
GCP Capital Partners,988
Sinovation Ventures,989
Tencent Holdings,989
Sequoia Capital China,989
U.S.-China Green Fund,990
Founder H Fund,990
Richland Equities,990
Lakestar,991
Battery Ventures,991
New Enterprise Associates,991
China Everbright Limited,992
IDG Capital,992
iFLYTEK,992
Georgian Co-Investment Fund,993
iTech Capital,993
Galaxy Digital,993
Target Global,994
UBS Asset Management,994
Mubadala Capital,994
SoftBank Group,995
Astanor Ventures,996
Upfront Ventures,996
IDInvest Partners,996
BOC International,997
TopoScend Capital,997
Hongxiu VC,997
DST Global,998
Sequoia Capital China,998
Gaorong Capital,998
China Prosperity Capital,999
TAL Education Group,1000
Legend Star,1000
Alibaba Group,1000
SBI Investment Korea,1001
Partners Investment,1001
GIC,1001
Aglae Ventures,1002
Global Founders Capital,1002
Alven Capital,1002
Koch Disruptive Technologies,1003
Teamworthy Ventures,1003
GGV Capital,1003
Union Square Ventures,1004
Summerhill Venture Partners,1004
Mithril Capital Management,1004
Investment Corporation of Dubai,1005
Centralway,1005
FTV Capital,1006
Endeavor,1006
Matrix Partners China,1007
Bright Venture Capita,1007
Shenzhen Capital Group,1007
Jackson Square Ventures,1008
Greenoaks Capital Management,1008
Softbank Group,1008
Technology Crossover Ventures,1009
Alkeon Capital Management,1009
General Atlantic,1009
OLX Group,1010
KCK Group,1010
EXOR Seeds,1010
Union Square Ventures,1011
Altos Ventures,1011
Costanoa Ventures,1011
Lightspeed Venture Partners,1012
Data Collective,1012
8VC,1012
One Equity Partners,1013
Novator Partners,1014
True,1014
Causeway Media Partners,1014
Sozo Ventures,1015
Caffeinated Capital,1015
Sequoia Capital,1015
MMC Ventures,1016
BGF Ventures,1016
Unilever Ventures,1016
Costanoa Ventures,1017
Data Collective,1017
Salesforce Ventures,1017
WRVI Capital,1018
Caffeinated Capital,1018
Y Combinator,1018
Insight Partners,1019
Bain Capital Ventures,1019
IDG Capital,1020
Francisco Partners,1020
ZhenFund,1020
Flybridge Capital Partners,1021
SoftBank Group,1021
Monashees+,1021
Wellington Management,1022
Eurazeo,1022
Citi Ventures,1022
Storm Ventures,1023
DFJ DragonFund,1023
New Enterprise Associates,1023
SCB 10X,1024
Krungsri Finnovate,1024
eWTP Capital,1024
C5 Capital,1025
Hemisphere Ventures,1025
The Venture Collective,1025
Scale Venture Partners,1026
BOND,1026
Tiger Global Management,1026
CRV,1027
Y Combinator,1027
Initialized Capital,1027
Bojiang Capital,1028
Hongdao Capital,1028
Mobai Capital,1028
Owl Ventures,1029
Technology Crossover Ventures,1029
Tao Capital Partners,1029
TLV Partners,1030
Lightspeed Venture Partners,1030
M12,1030
Sequoia Capital China,1031
Shunwei Capital Partners,1031
Qualgro,1031
B Capital Group,1032
GE Ventures,1032
McKesson Ventures,1032
GreatPoint Ventures,1033
Tiger Global Management,1033
Menlo Ventures,1033
Global Founders Capital,1034
Shea Ventures,1034
Greycroft,1034
Matrix Partners China,1035
Sequoia Capital China,1035
Hundreds Capital,1035
Lightspeed Venture Partners,1036
Kleiner Perkins Caufield & Byers,1036
Origin Ventures,1036
Yinhong Equity Investment Fund,1037
E Fund,1037
Ideal International,1037
Silverton Partners,1038
Accel,1038
Ballast Point Ventures,1038
American Family Ventures,1039
Cox Enterprises,1039
OMERS Ventures,1039
TDK Ventures,1040
Social Capital,1040
D1 Capital Partners,1040
Bertelsmann Asia Investments,1041
Sequoia Capital China,1041
NIO Capital,1041
Pantera Capital,1042
Cadenza Ventures,1042
BlockTower Capital,1042
Union Square Ventures,1043
Insight Partners,1043
Spark Capital,1043
Tiger Global Management,1044
Hedosophia,1044
Thrive Capital,1045
Durable Capital Partners,1045
G Squared,1045
Smilegate Investment,1046
DSC Investments,1046
KTB Ventures,1046
Flagship Pioneering,1047
Alexandria Venture Investments,1047
Investment Corporation of Dubai,1047
Accel,1048
Cobalt Capital,1048
Andreessen Horowitz,1048
Eastern Bell Capital,1049
Danhua Capital,1049
MSA Capital,1049
General Atlantic,1050
Griffin Gaming Partners,1051
Andreessen Horowitz,1051
Battery Ventures,1051
Eclipse Ventures,1052
Fidelity Investments,1052
Moore Capital Management,1052
Xingwang Investment Management,1053
China Capital Investment Group,1053
Matrix Partners China,1053
Iris Capital,1054
Accel,1054
Elaia Partners,1054
Helion Venture Partners,1055
Bain Capital Tech Opportunities,1055
Sequoia Capital India,1055
Invus Group,1056
Hanaco Venture Capital,1056
WestCap Group,1056
Sequoia Capital,1057
Founders Fund,1057
Bling Capital,1057
Bregal Sagemount,1058
Dragonfly Captial,1059
Qiming Venture Partners,1059
DST Global,1059
Version One Ventures,1060
Uncork Capital,1060
Bessemer Venture Partners,1060
Northzone Ventures,1061
Maveron,1061
Johnson & Johnson Innovation,1061
Optum Ventures,1062
Qiming Venture Partners,1062
Transformation Capital,1062
Delian Capital,1063
China International Capital Corporation,1063
Sequoia Capital China,1063
SingTel Innov8,1064
Alpha JWC Ventures,1064
Golden Gate Ventures,1064
Insight Partners,1065
Ignition Partners,1065
Georgian Partners,1065
GGV Capital,1066
Hillhouse Capital Management,1066
IDG Capital,1066
Salesforce Ventures,1067
next47,1067
Pereg Ventures,1067
Bessemer Venture Partners,1068
MoreVC,1068
Team8,1068
Genesis Partners,1069
Aleph,1069
Insight Partners,1069
Balderton Capital,1070
Next World Capital,1070
Draper Esprit,1070
Day One Ventures,1071
Coinbase Ventures,1071
Andreessen Horowitz,1071
Javelin Venture Partners,1072
TTV Capital,1072
Peterson Ventures,1072
Advance Venture Partners,1073
Susquehanna Growth Equity,1073
Lupa Systems,1073
Foundation Capital,1074
Summit Partners,1074
Adams Street Partners,1074
Hyde Park Venture Partners,1075
FundersClub,1075
Bain Capital Ventures,1075
General Catalyst,1076
Future Ventures,1076
AU21,1076
Madrona Venture Group,1077
Tiger Global Management,1077
Madera Technology Partners,1077
Foundry Group,1078
Scale Venture Partners,1078
SoftBank Group,1078
NetEase Capital,1079
Northern Light Venture Capital,1079
Microsoft,1079
Qiming Venture Partners,1080
Vivo Capital,1080
Sequoia Capital China,1080
Bain Capital,1081
Kleiner Perkins Caufield & Byers,1082
NightDragon Security,1082
Venrock,1082
Vertex Ventures SE Asia,1083
Global Founders Capital,1083
Visa Ventures,1083
Wing Venture Capital,1084
Slow Ventures,1084
Uncork Capital,1084
FirstMark Capital,1085
Georgian Partners,1085
Norwest Venture Partners,1085
Accomplice,1086
Oak Investment Partners,1086
Georgian Partners,1086
Greylock Partners,1087
Google Ventures,1087
BlackRock,1087
Greylock Partners,1088
Google Ventures,1088
BlackRock,1088
Female Founders Fund,1089
Oak HC/FT Partners,1089
Sequoia Capital,1089
Sequoia Capital,1090
DCM Ventures,1090
Insight Partners,1090
Goldman Sachs Asset Management,1091
SDP Investment,1091
Alibaba Group,1091
Andreessen Horowitz,1092
DST Global,1092
IDG Capital,1092
Ardian,1093
Bain Capital,1093
Hillhouse Capital Management,1094
Sequoia Capital China,1094
Linear Venture,1094
NFX,1095
Plum Alley,1095
Mayfield,1095
Accomplice,1096
Juxtapose,1096
FirstMark Capital,1096
Accel,1097
Y Combinator,1097
Amasia,1097
Anthemis,1098
Connect Ventures,1098
Northzone Ventures,1098
Advent International,1099
PSG,1099
Providence Equity Partners,1099
Rembrandt Venture Partners,1100
M12,1100
Altos Ventures,1100
Yunqi Partners,1101
SoftBank Group,1101
iVision Ventures,1101
Tencent Holdings,1102
Hillhouse Capital Management,1102
B Capital Group,1103
Monk's Hill Ventures,1103
Dynamic Parcel Distribution,1103
Accel,1104
Tiger Global Management,1104
Omidyar Network,1104
Sequoia Capital,1105
Thrive Capital,1105
Sound Ventures,1105
Softbank Ventures Asia,1106
Alpha JWC Ventures,1106
Insignia Ventures Partners,1106
3one4 Capital Partners,1107
Bertelsmann India Investments,1107
Vertex Ventures SE Asia,1107
Left Lane Capital,1108
Galaxy Interactive,1108
Tru Arrow Partners,1108
Greylock Partners,1109
Lux Capital,1109
General Atlantic,1109
True Ventures,1110
Altimeter Capital,1110
Redpoint Ventures,1110
Speedinvest,1111
Valar Ventures,1111
Uniqa Ventures,1111
Index Ventures,1112
IDInvest Partners,1112
Daphni,1112
Sequoia Capital India,1113
The Times Group,1113
GMO VenturePartners,1113
Coatue Management,1114
Insight Partners,1114
Trinity Ventures,1114
IAG Capital Partners,1115
Augmentum Fintech,1115
Northzone Ventures,1115
Vitruvian Partners,1116
Merieux Equity Partners,1116
Straumann,1116
Valor Capital Group,1117
Lightrock,1117
Softbank Group,1117
Innovation Endeavors,1118
Aleph,1118
Temasek,1118
Lerer Hippeau,1119
Munich Re Ventures,1119
Eclipse Ventures,1119
GGV Capital,1120
GSR Ventures,1120
FreesFund,1120
Sequoia Capital China,1121
Linear Venture,1121
Hearst Ventures,1121
FTV Capital,1122
Global Founders Capital,1123
468 Capital,1123
Redalpine Venture Partners,1123
Korea Investment Private Equity,1124
Atinum Investment,1124
Korea Investment Partners,1124
Acero Capital,1125
General Catalyst,1125
M12,1125
Equal Ventures,1126
Uncork Capital,1126
Andreessen Horowitz,1126
BlueRun Ventures,1127
Grand Flight Investment,1127
Meituan Dianping,1127
Accel,1128
Falcon Edge Capital,1128
Norwest Venture Partners,1128
Khosla Ventures,1129
General Catalyst,1129
Victory Park Capital,1129
Goldman Sachs Asset Management,1130
3L,1130
Index Ventures,1131
Benchmark,1131
Thrive Capital,1131
Google Ventures,1132
Cathay Innovation,1132
NJF Capital,1132
Paladin Capital Group,1133
Greycroft,1133
Scale Venture Partners,1133
General Atlantic,1134
Elevation Capital,1134
BEENEXT,1134
Khosla Ventures,1135
General Catalyst,1135
Navitas Capital,1135
DST Global,1136
General Catalyst,1136
Monashees+,1136
RRE Ventures+,1137
Highland Capital Partners,1137
The Carlyle Group,1137
Andreessen Horowitz,1138
Intel Capital,1138
Foundation Capital,1138
Advent International,1139
Bain Capital Ventures,1139
Silversmith Capital Partners,1139
KKR,1140
FTV Capital,1140
Ten Eleven Ventures,1140
Prysm Capital,1141
Baillie Gifford & Co.,1141
TDM Growth Partners,1141
Danone Manifesto Ventures,1142
1955 Capital,1142
Breakthrough Energy Ventures,1142
NewAlpha,1143
XAnge Private Equity,1143
Tencent Holdings,1143
Cherry Ventures,1144
Felix Capital,1144
83North,1144
Andreessen Horowitz,1145
Triangle Peak Partners,1145
Ignition Partners,1145
Thrive Capital,1146
General Catalyst,1146
Coatue Management,1146
Insight Partners,1147
Lightspeed Venture Partners,1147
CyberStarts,1147
Alpargatas,1148
GS Growth,1148
Lightspeed Venture Partners,1148
Vostok New Ventures,1149
The Raine Group,1149
Balderton Capital,1149
Qualcomm Ventures,1150
Nine Intelligence Capital,1150
Hillhouse Capital Management,1150
Horizons Ventures,1151
Sequoia Capital India,1151
Alpha JWC Ventures,1151
Atomico,1152
Hanaco Venture Capital,1152
TriplePoint Capital,1152
Temasek,1153
Guggenheim Investments,1153
Qatar Investment Authority,1153
TPG Capital,1154
Apax Partners,1154
TA Associates,1154
Vista Equity Partners,1155
Warburg Pincus,1155
First Ascent Ventures,1155
Fifth Wall Ventures,1156
JBV Capital,1156
Array Ventures,1156
AWZ Ventures,1157
Blackstone,1157
Insight Partners,1157
Lightspeed India Partners,1158
Sequoia Capital India,1158
Endiya Partners,1158
General Catalyst,1159
Nexus Venture Partners,1159
Dell Technologies Capital,1159
Next Play Ventures,1160
Zeal Capital Partners,1160
SoftBank Group,1160
QED Investors,1161
DST Global,1161
Endeavor,1161
Multicoin Capital,1162
Coatue Management,1162
Dragonfly Capital Partners,1162
Atomico,1163
NGP Capital,1163
Google Ventures,1163
Earlybird Venture Capital,1164
Eleven Ventures,1164
QED Investors,1164
Kleiner Perkins Caufield & Byers,1165
Sequoia Capital,1165
Lemniscap VC,1166
North Island Ventures,1166
Polychain Capital,1166
Battery Ventures,1167
Tiger Global Management,1167
Hanaco Ventures,1167
Nexus Venture Partners,1168
Vertex Ventures,1168
STRIVE,1168
New Enterprise Associates,1169
Benchmark,1169
Two Sigma Ventures,1169
Fasanara Capital,1170
Tiger Global Management,1170
Baleen Capital,1170
U.S. Venture Partners,1171
dRx Capital,1171
Andreessen Horowitz,1171
8VC,1172
Liberty Strategic Capital,1172
Eden Global Partners,1172
Zeev Ventures,1173
BOND,1173
Fifth Wall Ventures,1173
Craft Ventures,1174
F-Prime Capital,1174
Sound Ventures,1174
Polychain Capital,1175
Paradigm,1175
Ribbit Capital,1175
Andreessen Horowitz,1176
Coinbase Ventures,1176
Tiger Global Management,1176
Wildcat Capital Management,1177
Insight Partners,1177
Tola Capital,1177
Trinity Ventures,1178
Madrona Venture Group,1178
Shasta Ventures,1178
Green Bay Ventures,1179
M12,1179
Andreessen Horowitz,1179
Prime Movers Lab,1180
Khosla Ventures,1180
I Squared Capital,1180
L Catterton,1181
Trellis Partners,1181
Vista Equity Partners,1181
Primary Venture Partners,1182
Bessemer Venture Partners,1182
Harmonic Growth Partners,1182
Andreessen Horowitz,1183
FTX Ventures,1183
Tiger Global Management,1183
Japan Industrial Partners,1184
Impact Investment Capital,1184
NEC,1184
Varengold Bank,1185
Circularity Capital,1185
Coparion,1185
New Enterprise Associates,1186
Tull Investment Group,1186
Silver Lake,1186
Emergence Capital,1187
Slack Fund,1187
PayPal Ventures,1187
iSeed Ventures,1188
Point Nine Capital,1188
Buckley Ventures,1188
Battery Ventures,1189
Adams Street Partners,1189
Coatue Management,1189
K Fund,1190
Creandum,1190
CRV,1190
Hedosophia,1191
Horizons Ventures,1191
Alumni Ventures Group,1191
Valar Ventures,1192
Index Ventures,1192
Creandum,1192
3one4 Capital Partners,1193
Tiger Global Management,1193
Temasek,1193
AMF Pensionsforsakring,1194
Sinar Mas Digital Ventures,1195
JIC Venture Growth Investments,1195
Golden Gate Ventures,1195
Spark Capital,1196
Homebrew,1197
Inspired Capital,1197
Tiger Global Management,1197
General Catalyst,1198
Kleiner Perkins Caufield & Byers,1198
Lightspeed Venture Partners,1198
Bain Capital Ventures,1199
Splunk Ventures,1199
Cisco Investments,1199
DFJ Growth Fund,1200
Dell Technologies Capital,1200
Ten Eleven Ventures,1200
Bain Capital Ventures,1201
Splunk Ventures,1201
Cisco Investments,1201
Battery Ventures,1202
Bessemer Venture Partners,1202
MoreVC,1202
Gaja Capital Partners,1203
Stakeboat Capital,1203
WestBridge Capital,1203
Hyde Park Venture Partners,1204
Bain Capital Ventures,1204
Hyde Park Angels,1204
Eclipse Ventures,1205
D1 Capital Partners,1205
Industry Ventures,1205
Google Ventures,1206
Accel,1206
Data Collective,1206
Boost VC,1207
Draper Associates,1207
Gaingels,1207
